domain_alignment_serial	source_serial	source_name	domain	scene_id	event_beat_id	book_num	alignment_status	fact_status	citation_url	reader_projection	attention_triggers	digital_variance_policy	max_reader_detail	provenance_status
RWD-071b2cd63b90	RWS-d44da2366087	Cairo	hazard	B01_C007	EB-RW-00007	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q85	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-88f2c1af39c9	RWS-d44da2366087	Cairo	route	B01_C007	EB-RW-00007	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q85	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-dbbc18761c01	RWS-d44da2366087	Cairo	quest	B01_C007	EB-RW-00007	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q85	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-9fd9e13c5b42	RWS-d44da2366087	Cairo	character_world_role	B01_C007	EB-RW-00007	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q85	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-598065b82888	RWS-1b96781732f3	Nairobi	location	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-36cb634cff6a	RWS-1b96781732f3	Nairobi	artifact	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-702201cff850	RWS-1b96781732f3	Nairobi	faction	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-e6ad6ff20f89	RWS-1b96781732f3	Nairobi	culture	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-f8afe029b4de	RWS-1b96781732f3	Nairobi	hazard	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-d6a4bcff6742	RWS-1b96781732f3	Nairobi	route	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-3911d299c717	RWS-1b96781732f3	Nairobi	quest	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-0e5a003f0241	RWS-1b96781732f3	Nairobi	character_world_role	B01_C008	EB-RW-00008	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q3870	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-4149559f73b1	RWS-e609f5ae6bf2	Lagos	location	B01_C009	EB-RW-00009	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q8673	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-858a1e81600f	RWS-e609f5ae6bf2	Lagos	artifact	B01_C009	EB-RW-00009	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q8673	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-9b63ca2b51c4	RWS-e609f5ae6bf2	Lagos	faction	B01_C009	EB-RW-00009	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q8673	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-59516b69501e	RWS-e609f5ae6bf2	Lagos	culture	B01_C009	EB-RW-00009	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q8673	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-6ac4fae06d03	RWS-e609f5ae6bf2	Lagos	hazard	B01_C009	EB-RW-00009	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q8673	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-6e05adb9ed09	RWS-e609f5ae6bf2	Lagos	route	B01_C009	EB-RW-00009	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q8673	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-265382f6da31	RWS-e609f5ae6bf2	Lagos	quest	B01_C009	EB-RW-00009	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q8673	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
