book_num	book_title	encounter_id	core_character	satellite_character	satellite_score	source_profiles	source_traits	event_shape	stakes	memorable_hook	plot_incorporation	coverage_rule
1	Choices Make World	WE01_00011	Xethrolund	the Cockatrice	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00012	Xethrolund	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00013	Daisy May	unnoticed)	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00014	Daisy May	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00015	Daisy May	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00016	Rylos Vayne Johnson / Boojay	Solvaenkyr	350	SRC0018+SRC0019	war-god energy, ancient grievance, beauty as weapon / possession, abandonment, fury, old heat / overwhelming frontal force and room-filling presence || transmutational identity and rigorous authority / high standards as care / changes what things are rather than overpowering them	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00017	Rylos Vayne Johnson / Boojay	role	123	SRC0018+SRC0019	war-god energy, ancient grievance, beauty as weapon / possession, abandonment, fury, old heat / overwhelming frontal force and room-filling presence || transmutational identity and rigorous authority / high standards as care / changes what things are rather than overpowering them	comic misunderstanding that exposes a true wound	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00018	Rylos Vayne Johnson / Boojay	the Cockatrice	120	SRC0018+SRC0019	war-god energy, ancient grievance, beauty as weapon / possession, abandonment, fury, old heat / overwhelming frontal force and room-filling presence || transmutational identity and rigorous authority / high standards as care / changes what things are rather than overpowering them	training failure that becomes a better method	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00019	MAJISKII	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	shared meal that turns into a strategic decision	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00020	MAJISKII	unnoticed)	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	route negotiation where the weak detail saves everyone	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00021	MAJISKII	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00022	NEITH	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00023	NEITH	Solvaenkyr	350	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00024	NEITH	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00025	ROLZEN	canonical_id	171	SRC0014+SRC0015+SRC0016+SRC0017+SRC0023	earnest sexually confident emotionally huge man who loves without guile / falls completely; no partial love / physical-forward; emotionally honest; runs toward problems || emotional whirlwind who shows up / immediate attachment; ignores hierarchy / erupts with surprising scale || explosive found-family loyalty anchor / declares bond once and defends forever / explosive escalating strength	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00026	ROLZEN	source_stack	123	SRC0014+SRC0015+SRC0016+SRC0017+SRC0023	earnest sexually confident emotionally huge man who loves without guile / falls completely; no partial love / physical-forward; emotionally honest; runs toward problems || emotional whirlwind who shows up / immediate attachment; ignores hierarchy / erupts with surprising scale || explosive found-family loyalty anchor / declares bond once and defends forever / explosive escalating strength	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00027	ROLZEN	unnoticed)	120	SRC0014+SRC0015+SRC0016+SRC0017+SRC0023	earnest sexually confident emotionally huge man who loves without guile / falls completely; no partial love / physical-forward; emotionally honest; runs toward problems || emotional whirlwind who shows up / immediate attachment; ignores hierarchy / erupts with surprising scale || explosive found-family loyalty anchor / declares bond once and defends forever / explosive escalating strength	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00028	URSULA	the Cockatrice	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00029	URSULA	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	comic misunderstanding that exposes a true wound	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
1	Choices Make World	WE01_00030	URSULA	Solvaenkyr	350	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	training failure that becomes a better method	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00031	Daisy May	Alex	338	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	shared meal that turns into a strategic decision	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00032	Daisy May	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	route negotiation where the weak detail saves everyone	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00033	Daisy May	Merchant Lassith	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00034	Pip	source_stack	123	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00035	Pip	Vault Keeper Derris	120	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00036	Pip	book_25	87	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00037	Xethrolund	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00038	Xethrolund	Alex	338	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00039	Xethrolund	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00040	Majiskii	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00041	Majiskii	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	comic misunderstanding that exposes a true wound	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00042	Majiskii	Vault Keeper Derris	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	training failure that becomes a better method	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00043	Mack	Merchant Lassith	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	shared meal that turns into a strategic decision	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00044	Mack	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	route negotiation where the weak detail saves everyone	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00045	Mack	Alex	338	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00046	Daisy May + Majiskii formally entrusted at floating market	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00047	Daisy May + Majiskii formally entrusted at floating market	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00048	Daisy May + Majiskii formally entrusted at floating market	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00049	Rylos Vayne Johnson / Boojay	role	123	SRC0018+SRC0019	war-god energy, ancient grievance, beauty as weapon / possession, abandonment, fury, old heat / overwhelming frontal force and room-filling presence || transmutational identity and rigorous authority / high standards as care / changes what things are rather than overpowering them	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00050	Rylos Vayne Johnson / Boojay	Merchant Lassith	120	SRC0018+SRC0019	war-god energy, ancient grievance, beauty as weapon / possession, abandonment, fury, old heat / overwhelming frontal force and room-filling presence || transmutational identity and rigorous authority / high standards as care / changes what things are rather than overpowering them	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00051	Rylos Vayne Johnson / Boojay	first_appears	99	SRC0018+SRC0019	war-god energy, ancient grievance, beauty as weapon / possession, abandonment, fury, old heat / overwhelming frontal force and room-filling presence || transmutational identity and rigorous authority / high standards as care / changes what things are rather than overpowering them	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
2	The Diary and the Blue Light	WE02_00052	Daisy May formally	Vault Keeper Derris	120	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
