serial	domain	name	source_refs	term_hits	interaction_layers	generator_status	status
WDM-ROUTE-fd96ff92558a	route	span	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_02_The_Diary_And_The_Blue_Light/book_content.txt|canon/canonical_story_tree/books/Book_04_Crocodile_Smile/book_content.txt|canon/canonical_story_tree/books/Book_09_The_Diamond_Breaks/book_content.txt	crossing|path|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-5adf184e0794	route	single scene	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_02_The_Diary_And_The_Blue_Light/book_content.txt|canon/canonical_story_tree/books/Book_04_Crocodile_Smile/book_content.txt|canon/canonical_story_tree/books/Book_09_The_Diamond_Breaks/book_content.txt	crossing|path|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-f3966439ad30	route	location	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_02_The_Diary_And_The_Blue_Light/book_content.txt|canon/canonical_story_tree/books/Book_04_Crocodile_Smile/book_content.txt|canon/canonical_story_tree/books/Book_09_The_Diamond_Breaks/book_content.txt|canon/canonical_story_tree/world/wowas_world_zone_map.json	crossing|path|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-9f49ba7e7c6d	route	Chrono-Coral	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-836e57c0d71c	route	opening route	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-7c3577cc8cfb	route	characters	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_02_The_Diary_And_The_Blue_Light/book_content.txt|canon/canonical_story_tree/books/Book_04_Crocodile_Smile/book_content.txt|canon/canonical_story_tree/books/Book_09_The_Diamond_Breaks/book_content.txt|canon/canonical_story_tree/world/wowas_world_zone_map.json	crossing|path|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-4931d3f2c645	route	Pip	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_02_The_Diary_And_The_Blue_Light/book_content.txt|canon/canonical_story_tree/books/Book_03_The_First_Thread/book_content.txt|canon/canonical_story_tree/books/Book_04_Crocodile_Smile/book_content.txt|canon/canonical_story_tree/books/Book_09_The_Diamond_Breaks/book_content.txt	crossing|path|road|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-2f373a13c04e	route	Mack	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_03_The_First_Thread/book_content.txt	crossing|road|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-d3922fb24f10	route	confidence	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_02_The_Diary_And_The_Blue_Light/book_content.txt|canon/canonical_story_tree/books/Book_04_Crocodile_Smile/book_content.txt|canon/canonical_story_tree/books/Book_09_The_Diamond_Breaks/book_content.txt	crossing|path|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-febd3cb58c38	route	high	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_02_The_Diary_And_The_Blue_Light/book_content.txt|canon/canonical_story_tree/books/Book_09_The_Diamond_Breaks/book_content.txt	crossing|path|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-60644e934e11	route	"notes
Separate the warning"	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-24ba46d6f3a8	route	alarm trigger from the larger	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-174ce3475dfe	route	prophecy beat so the opening	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-05965cd608b1	route	does not flatten	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-79be7a35cb86	route	source	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-be6f5b2fe8cb	route	"support
Manuscript body support"	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-6c1d2ce93ea0	route	and exhausted he has truly	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-ea1034388de1	route	been	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-88779e8d4b78	route	S177 Rylos Vayne Johnson-Does-Not-Know-Where-to-Put-His-Guard	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-3a01ad471384	route	sanctuary asks for forms of	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-3d537e0e9df0	route	surrender that are harder for	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-c2e1fec575ba	route	him than surviving the road	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-b19cfed67a45	route	S178 The-Sanctuary-Reads-Them-As-Changed	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-79bdf95b2c68	route	Their entry is not neutral	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-ae8885506a8a	route	the place itself begins reorganizing	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-8e5011e00a5d	route	around their pair-bond and wounded	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-25bc81fd24ad	route	arrival	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-9fff28d777da	route	S179 Home-Is-Not-Simple-Because-He-Brought-Someone	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-9fe47af31266	route	Arrival does not instantly equal	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-b5fa9d2b1838	route	trust	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-c1278999ebed	route	S188 First-Human-Witnesses-to-the-Arrival	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-363f3a251d65	route	Other eyes	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-2c4763059006	route	if present	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-a2fce0a5db2b	route	begin reading the story of	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-57192ec97a4a	route	what happened before words are	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-eefeadf63505	route	exchanged	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-4359ed9a88a6	route	S189 Pip-Feels-the-Road-Fall-Off-Him	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-9b6aa462d776	route	strange emptiness opens when the	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-d121f8517cda	route	motion and emergency finally stop	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-364d0e4c3a73	route	S190 The-Beat-Closes-on-Breath-Not-Resolution	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-91a9479cbec7	route	They are inside	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-b3de1deaa75e	route	but nothing important is settled	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-414f88316c2a	route	yet	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_03_The_First_Thread/book_content.txt|canon/canonical_story_tree/books/Book_18_Strange_Gravity/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-d030b88e53c0	route	"Crossing into Mack
target"	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-f2c029df6b20	route	scenes	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt|canon/canonical_story_tree/books/Book_03_The_First_Thread/book_content.txt|canon/canonical_story_tree/books/Book_04_Crocodile_Smile/book_content.txt|canon/canonical_story_tree/books/Book_05_Runes_And_Wound/book_content.txt|canon/canonical_story_tree/books/Book_06_The_Refusal_And_The_Wound/book_content.txt|canon/canonical_story_tree/books/Book_07_The_Rift_Widens/book_content.txt|canon/canonical_story_tree/books/Book_10_Mack_Falls/book_content.txt|canon/canonical_story_tree/books/Book_11_The_Portal_Opens/book_content.txt|canon/canonical_story_tree/books/Book_13_The_Afterwake/book_content.txt|canon/canonical_story_tree/books/Book_14_The_Long_Reorientation/book_content.txt|canon/canonical_story_tree/books/Book_16_The_Deepening_World/book_content.txt|canon/canonical_story_tree/books/Book_18_Strange_Gravity/book_content.txt|canon/canonical_story_tree/books/Book_21_The_Final_Descent/book_content.txt|canon/canonical_story_tree/books/Book_22_The_Last_Open_Gate/book_content.txt	crossing|path|road|route	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-0f86b78c071b	route	S191 Mack-Sees-What-the-Road-Did	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-929b43aeac65	route	Mack's first full reading of	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-df99375b2b7d	route	Pip and Rylos Vayne Johnson	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-6d5eb572aa6e	route	carries shock	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-9e6d4caf8762	route	protection	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-4ce6818ca1f8	route	and immediate recalibration	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-3ca4599c671b	route	S192 Pip-Reenters-Love-While-Still-Changed	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-75d8a9217b62	route	Coming back to Mack is	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	crossing|road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-14fd07fb7da8	route	S223 Pips-Role-Changes-Inside-the-Household	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-d92e274edc15	route	He is no longer only	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-2cb17bcb72d5	route	child	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-8d0476de26b4	route	ward	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-3363281302c1	route	he is now vector	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-b660fd541339	route	witness	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-f655c1d55660	route	and bridge	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-ba5fcaecc895	route	S224 Mack-Rebalances-Protection	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-b7822862560f	route	The guardian's attention splits and	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-57c2c6694927	route	broadens in response to the	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-d167c507c3c9	route	new orbit	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-1d7dd8b9a375	route	S225 Rylos Vayne Johnson-Influences-the-Space-Without-Trying-To	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-bfac1d16e64e	route	Personality changes the oasis even	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-82e8739d2a8d	route	before history is shared	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-5518f8d233bb	route	S226 Daily-Life-Becomes-Story-Material	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-7f0cfb4d43b0	route	S240 The-Beat-Ends-on-Preparation-Not-Panic	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-b50260e3da29	route	The house is still whole	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-5b86d8147d41	route	but everyone is now angled	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-0da6d3fbfe08	route	toward what comes next	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-ea68f91df61c	route	The First Book Finds Its	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-ce5ab2d1e59e	route	"Larger Shape
target"	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-aa6b6ea06fc3	route	S241 Pip-Looks-Back-at-the-Road-From-Within-Shelter	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
WDM-ROUTE-bf95513d9838	route	He mentally reorders the events	canon/canonical_story_tree/all_25_books_latest_full_cycle.txt|canon/canonical_story_tree/books/Book_01_Choices_Make_World/book_content.txt	road	timeline|relationships|scenes|quests|world	implemented_reference_map	reference_extracted_pending_domain_review
