book_num	book_title	era_band	slot_in_book	scene_id	source_layer	source_type	old_title	clean_title	title_status	brief_scene_description	inferred_character_names	inferred_character_ids	book_active_cast	book_key_pressure	source_trace	corridor_region_anchor	county_anchor	ecology_pressure_mode	creature_refs	transformation_notes	event_beat_id	main_story_status	originality_status	domain_flags	quest_hook	world_introduction_anchor	coverage_status
1	Choices Make World	Era I — Contact and First Threads	11	B01_C011	DIRECT_SOURCE	APPROVED_CHUNK	Blue Light in the Depths of Fear	Blue Light in the Depths of Fear	kept	Pip makes first contact with the silent anomaly and encounters a presence unlike Mack’s living organic warmth: cool, ordered, intelligent, ancient, and non-predatory, a mind that changes the emotional architecture of the story the moment it answers him. Event beat EB-RW-00011: the ecology pushes back against the plan.	Mack | Pip (Indalwin Willowjayce)	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:book1_next_chunk/01_beats_append.md:B01_C011; APPROVED_CHUNK:book1_next_chunk/apply_next_chunk.sh:B01_C011|event_beat:EB-RW-00011						EB-RW-00011	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|creatures|world_introduction|quests	Pip makes first contact with the silent anomaly and encounters a presence unlike Mack’s living organic warmth: cool, ordered, intelligent, ancient, and non-predatory, a mind that changes the emotional architecture of the story the moment it answers him. Event beat EB-RW-00011: the ecology pushes back against the plan.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	12	B01_C012	DIRECT_SOURCE	APPROVED_CHUNK	The Equation Opens	The Equation Opens	kept	Having made first contact, Pip leaves the chamber altered, understanding that the dream may be resisted not by denial but by the existence of a thread it did not account for, and the chapter closes with the first disciplined form of hope. Event beat EB-RW-00012: a world introduction reveals a cost.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:book1_next_chunk/01_beats_append.md:B01_C012; APPROVED_CHUNK:book1_next_chunk/apply_next_chunk.sh:B01_C012|event_beat:EB-RW-00012						EB-RW-00012	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|world_introduction|quests	Having made first contact, Pip leaves the chamber altered, understanding that the dream may be resisted not by denial but by the existence of a thread it did not account for, and the chapter closes with the first disciplined form of hope. Event beat EB-RW-00012: a world introduction reveals a cost.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	13	B01_C013	DIRECT_SOURCE	APPROVED_CHUNK	Mack Hears the Shape of the New Thread	Mack Hears the Shape of the New Thread	kept	Pip brings the encounter back into Mack’s living interior, where the guardian receives the report with grave attention and both of them confront the possibility that the prophecy has truly missed something for the first time. Event beat EB-RW-00013: the quest objective changes after evidence.	Mack | Pip (Indalwin Willowjayce)	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C013|event_beat:EB-RW-00013						EB-RW-00013	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|world_introduction|quests	Pip brings the encounter back into Mack’s living interior, where the guardian receives the report with grave attention and both of them confront the possibility that the prophecy has truly missed something for the first time. Event beat EB-RW-00013: the quest objective changes after evidence.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	14	B01_C014	DIRECT_SOURCE	APPROVED_CHUNK	Knowledge Becomes Obligation	Knowledge Becomes Obligation	kept	The discovery of the blue-light thread immediately creates new duty, because now that possibility exists, Pip can no longer remain safely reactive; he must become an active mover in the braid of outcomes. Event beat EB-RW-00014: a character must trade certainty for movement.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C014|event_beat:EB-RW-00014						EB-RW-00014	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|creatures|world_introduction|quests	The discovery of the blue-light thread immediately creates new duty, because now that possibility exists, Pip can no longer remain safely reactive; he must become an active mover in the braid of outcomes. Event beat EB-RW-00014: a character must trade certainty for movement.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	15	B01_C015	DIRECT_SOURCE	APPROVED_CHUNK	The Expanse Looks Different Once It Knows Your Name	The Expanse Looks Different Once It Knows Your Name	kept	After the new thread is recognized, Pip prepares to step out again, but now the Expanse no longer feels like the same patrol ground; it has become a fate-charged field in which prophecy, fear, and possibility are all awake. Event beat EB-RW-00015: a creature signal interrupts the obvious solution.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C015|event_beat:EB-RW-00015						EB-RW-00015	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|creatures|world_introduction	After the new thread is recognized, Pip prepares to step out again, but now the Expanse no longer feels like the same patrol ground; it has become a fate-charged field in which prophecy, fear, and possibility are all awake. Event beat EB-RW-00015: a creature signal interrupts the obvious solution.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	16	B01_C016	DIRECT_SOURCE	APPROVED_CHUNK	The Land Begins to Rot Around the Signal	The Land Begins to Rot Around the Signal	kept	The first environmental responses to Pip’s altered condition begin to appear, not as blunt catastrophe but as tonal corruption, biological unease, and pressure in the terrain itself, suggesting that he is now moving through a world that can feel him back. Event beat EB-RW-00016: the group records a consequence before continuing.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C016|event_beat:EB-RW-00016						EB-RW-00016	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|world_introduction|quests	The first environmental responses to Pip’s altered condition begin to appear, not as blunt catastrophe but as tonal corruption, biological unease, and pressure in the terrain itself, suggesting that he is now moving through a world that can feel him back. Event beat EB-RW-00016: the group records a consequence before continuing.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	17	B01_C017	DIRECT_SOURCE	APPROVED_CHUNK	The Hunter That Feeds on Collapse	The Hunter That Feeds on Collapse	kept	A more specialized threat enters—something drawn not just to life or power but to fracture-risk itself—forcing Pip to confront an enemy that wants not merely his body, but the breaking point inside him. Event beat EB-RW-00017: choice pressure changes the route.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C017|event_beat:EB-RW-00017						EB-RW-00017	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|world_introduction|quests	A more specialized threat enters—something drawn not just to life or power but to fracture-risk itself—forcing Pip to confront an enemy that wants not merely his body, but the breaking point inside him. Event beat EB-RW-00017: choice pressure changes the route.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	18	B01_C018	DIRECT_SOURCE	APPROVED_CHUNK	The Broken Rabbit in the Path of the Beast	The Broken Rabbit in the Path of the Beast	kept	Pip finds a wounded jackrabbit with a broken, poison-lit hind leg in the path of the pursuing threat, and the first appearance of Boojay must land with enough intelligence, beauty, danger, and emotional gravity to justify everything he will later become. Event beat EB-RW-00018: a relationship obligation becomes actionable.	Rylos (Rylos Vayne Johnson) | Pip (Indalwin Willowjayce)	wowas::rylos_vayne_johnson | wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C018|event_beat:EB-RW-00018						EB-RW-00018	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|creatures|world_introduction|quests	Pip finds a wounded jackrabbit with a broken, poison-lit hind leg in the path of the pursuing threat, and the first appearance of Boojay must land with enough intelligence, beauty, danger, and emotional gravity to justify everything he will later become. Event beat EB-RW-00018: a relationship obligation becomes actionable.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	19	B01_C019	DIRECT_SOURCE	APPROVED_CHUNK	Hold On to Me Until Time Folds	Hold On to Me Until Time Folds	kept	With danger closing, Pip uses power as shelter rather than weapon and creates the first impossible refuge-space for himself and Boojay, transforming emergency rescue into the first chamber of shared fate. Event beat EB-RW-00019: the ecology pushes back against the plan.	Rylos (Rylos Vayne Johnson) | Pip (Indalwin Willowjayce)	wowas::rylos_vayne_johnson | wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C019|event_beat:EB-RW-00019						EB-RW-00019	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|creatures|world_introduction|quests	With danger closing, Pip uses power as shelter rather than weapon and creates the first impossible refuge-space for himself and Boojay, transforming emergency rescue into the first chamber of shared fate. Event beat EB-RW-00019: the ecology pushes back against the plan.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	20	B01_C020	DIRECT_SOURCE	APPROVED_CHUNK	Two Survivors Inside the First New World	Two Survivors Inside the First New World	kept	In the aftermath of the rescue, Pip and Boojay occupy the enclosed refuge together, and Book 1’s opening movement reaches its first great lock: the prophecy is active, Mack is threatened, Xethrolund exists as new thread, and now another central life has been taken into Pip’s fate by direct act. Event beat EB-RW-00020: a world introduction reveals a cost.	Xethrolund | Rylos (Rylos Vayne Johnson) | Mack | Pip (Indalwin Willowjayce)	wowas::xethrolund_papi | wowas::rylos_vayne_johnson | wowas::mack_willow_father | wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:wowas_book1_chunk3/apply_next_chunk.sh:B01_C020|event_beat:EB-RW-00020						EB-RW-00020	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|world_introduction|quests	In the aftermath of the rescue, Pip and Boojay occupy the enclosed refuge together, and Book 1’s opening movement reaches its first great lock: the prophecy is active, Mack is threatened, Xethrolund exists as new thread, and now another central life has been taken into Pip’s fate by direct act. Event beat EB-RW-00020: a world introduction reveals a cost.	spine-derived-world-anchor	validated_domain_presence
1	Choices Make World	Era I — Contact and First Threads	21	B01_C021	DIRECT_SOURCE	APPROVED_CHUNK	Pain Has a Voice in the New Chamber	Pain Has a Voice in the New Chamber	kept	The first enclosed aftermath scene lets the rescue stop being only motion and become bodily reality, as Boojay’s injury, shock, sharpness, and aliveness enter the room fully and Pip must shift from battlefield improvisation into intimate emergency care. Event beat EB-RW-00021: the quest objective changes after evidence.	Rylos (Rylos Vayne Johnson) | Pip (Indalwin Willowjayce)	wowas::rylos_vayne_johnson | wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Mack | Xethrolund | Solvaenkyr | Dervish	Mack confirms prophecy. 40Hz established. | Xethrolund: first telepathic contact. Blue light = his frequency. | Dervish: corrects time spell, creates silver second sun, leaves Cloak of Aetherion and three Gems. Departs. | Solvaenkyr: first refusal of help. Pattern established.	APPROVED_CHUNK:next_book1_chunk.sh:B01_C021|event_beat:EB-RW-00021						EB-RW-00021	MAIN_STORY_EXPANDED	expanded_with_unique_event_beat	characters|world_introduction|quests	The first enclosed aftermath scene lets the rescue stop being only motion and become bodily reality, as Boojay’s injury, shock, sharpness, and aliveness enter the room fully and Pip must shift from battlefield improvisation into intimate emergency care. Event beat EB-RW-00021: the quest objective changes after evidence.	spine-derived-world-anchor	validated_domain_presence
