kind	name	source_path	capture_path	nsq_body	sha256	status
cpan_source	App::FatPacker	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/App/FatPacker.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/App__FatPacker.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/App__FatPacker.translated.nsq	9744ee5607b1d851ff70f1e3cd13b21861a9de532479a78db6af8edbb92aac68	captured_translated_to_nsq_stamp_body
cpan_source	App::ShellCompleter::cpanm	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/App/ShellCompleter/cpanm.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/App__ShellCompleter__cpanm.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/App__ShellCompleter__cpanm.translated.nsq	b05a2fd7b0d104efe8bfb6ec1b7c94f109ad29fea19922d22016459cdcf8b387	captured_translated_to_nsq_stamp_body
cpan_source	App::cpanm::script	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/App/cpanm/script.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/App__cpanm__script.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/App__cpanm__script.translated.nsq	5c5ddf07b1b494c9b63fa53ff205d9afa565714fdcfbf9909090bb171b7577c9	captured_translated_to_nsq_stamp_body
cpan_source	AppConfig	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/AppConfig.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/AppConfig.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/AppConfig.translated.nsq	ba47e51a0e7aab5565b3e05ae70c56980fefa9c4eed503bedc9b0e4c48bb4226	captured_translated_to_nsq_stamp_body
cpan_source	Archive::Extract	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Archive/Extract.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Archive__Extract.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Archive__Extract.translated.nsq	e45d93dd7c33ea5a95a445124633c3b87f8b0d328010268a0daf1899a0937264	captured_translated_to_nsq_stamp_body
cpan_source	Archive::Zip	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Archive/Zip.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Archive__Zip.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Archive__Zip.translated.nsq	2025ab80c717e8b4cbdc393ee36aaf3c18edf53e4105f6626ef08c8e563a3db9	captured_translated_to_nsq_stamp_body
cpan_source	B::COW	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/B/COW.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/B__COW.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/B__COW.translated.nsq	e816f1ad881c668fb0657f635cd127863190e81d09c52e1095d70182e820b539	captured_translated_to_nsq_stamp_body
cpan_source	B::Hooks::EndOfScope	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/B/Hooks/EndOfScope.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/B__Hooks__EndOfScope.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/B__Hooks__EndOfScope.translated.nsq	cc91ae3043af117c2c6b42bbd7dccd805318761778825f38e2c65a4db99cbf9d	captured_translated_to_nsq_stamp_body
cpan_source	Bit::Vector	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/Bit/Vector.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Bit__Vector.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Bit__Vector.translated.nsq	e46add7c91dfc5d4c3c2f879fe34a34244819dc084197f043fc51ccc0df0a02c	captured_translated_to_nsq_stamp_body
cpan_source	BorderStyle	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/BorderStyle.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/BorderStyle.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/BorderStyle.translated.nsq	e2221fbe276ce65534626a5b3a6bdacd98e09e6c3029dfa8f56940f9198df313	captured_translated_to_nsq_stamp_body
cpan_source	BorderStyles::Standard	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/BorderStyles/Standard.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/BorderStyles__Standard.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/BorderStyles__Standard.translated.nsq	922422a772b62e3c3dfd47693ebec326d6aa13b8c5894aee8cb5a2fb98f70485	captured_translated_to_nsq_stamp_body
cpan_source	Browser::Open	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Browser/Open.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Browser__Open.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Browser__Open.translated.nsq	2daffd0d982194e9c4fd4f277b27e9662c2aef8d6dc2ce5a3109696ad52e53fa	captured_translated_to_nsq_stamp_body
cpan_source	Bytes::Random::Secure	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Bytes/Random/Secure.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Bytes__Random__Secure.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Bytes__Random__Secure.translated.nsq	b8496b187a0863d19c18203e57ba13d72a93230aa6c39e9c81a7e34d2b1180af	captured_translated_to_nsq_stamp_body
cpan_source	CGI	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/CGI.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/CGI.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/CGI.translated.nsq	1aeaa78d4827fd86aca1b0d770df779800f9486029897ce0cdb2f798b207b060	captured_translated_to_nsq_stamp_body
cpan_source	CPAN::Common::Index	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/CPAN/Common/Index.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/CPAN__Common__Index.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/CPAN__Common__Index.translated.nsq	50447e168f1fc8ddd971281662952ad01c943e7c98c3ef059df00ac210c22248	captured_translated_to_nsq_stamp_body
cpan_source	CPAN::DistnameInfo	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/CPAN/DistnameInfo.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/CPAN__DistnameInfo.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/CPAN__DistnameInfo.translated.nsq	e1be3d8cdcb0084898a2a79cf8d1298e9ad713c534224de930ca318cd04f1732	captured_translated_to_nsq_stamp_body
cpan_source	CPAN::Meta::Check	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/CPAN/Meta/Check.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/CPAN__Meta__Check.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/CPAN__Meta__Check.translated.nsq	876a9c58431f52d3a7be6bdeaa56af562f126137836f3266661727f935587297	captured_translated_to_nsq_stamp_body
cpan_source	CPAN::Mini	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/CPAN/Mini.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/CPAN__Mini.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/CPAN__Mini.translated.nsq	a8662863121a229ab0c12661cd5e9de9dbd30afebb74e7e0f915190a8debb65d	captured_translated_to_nsq_stamp_body
cpan_source	CPAN::Requirements::Dynamic	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/CPAN/Requirements/Dynamic.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/CPAN__Requirements__Dynamic.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/CPAN__Requirements__Dynamic.translated.nsq	1bb56ec30124813495993950bacb60d9e6742c5bcc5ebaaf63eb3d0a95984630	captured_translated_to_nsq_stamp_body
cpan_source	CSS	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/CSS.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/CSS.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/CSS.translated.nsq	af572757b82f9940a4bcad9039298a9b957c0739273e83ba16e8d7beec269b40	captured_translated_to_nsq_stamp_body
cpan_source	Canary::Stability	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Canary/Stability.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Canary__Stability.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Canary__Stability.translated.nsq	e7183561f45fbb6693c031dcba2ffaa2bcf79cab1a3d66f3077ca02f7c49c594	captured_translated_to_nsq_stamp_body
cpan_source	Capture::Tiny	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Capture/Tiny.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Capture__Tiny.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Capture__Tiny.translated.nsq	229bdb082963bbb29629da2ef61bf151fd0f4705800e45672127ed11162581a8	captured_translated_to_nsq_stamp_body
cpan_source	Carp::Assert	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Carp/Assert.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Carp__Assert.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Carp__Assert.translated.nsq	b259a0e9d31dcb8a948989bbd85e8bcc4091800700039648b54c775074d7611f	captured_translated_to_nsq_stamp_body
cpan_source	Carp::Clan	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Carp/Clan.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Carp__Clan.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Carp__Clan.translated.nsq	ddfbca19839ec129ee80419d53682cb53821adeae8726ede9af66719afaab8d4	captured_translated_to_nsq_stamp_body
cpan_source	Carton	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Carton.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Carton.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Carton.translated.nsq	9f1663c3cb3346cfd21fc0bbaac2afb41ab5cd856fe8c8975aa020ab16f1b7dd	captured_translated_to_nsq_stamp_body
cpan_source	Check::UnitCheck	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/Check/UnitCheck.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Check__UnitCheck.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Check__UnitCheck.translated.nsq	e221880d6f7486baba948b1017c958466fa73023ba7b1fcadc0ca3655bad3fa6	captured_translated_to_nsq_stamp_body
cpan_source	Class::Accessor	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Accessor.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Accessor.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Accessor.translated.nsq	0cfa91564ef52cbf6cd5b70975cbebc3e9cdd945ce37aa805dfd9400c54c5ba5	captured_translated_to_nsq_stamp_body
cpan_source	Class::Accessor::Lite	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Accessor/Lite.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Accessor__Lite.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Accessor__Lite.translated.nsq	75483b63aa55ff6ee416106b7a9c5147c636e07b0d2b846fd7eec11d862342c1	captured_translated_to_nsq_stamp_body
cpan_source	Class::Data::Inheritable	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Data/Inheritable.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Data__Inheritable.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Data__Inheritable.translated.nsq	33623b21d0d234e8fbb4a9dfa305b3e3191e78b8d2dac5119808825582f98b34	captured_translated_to_nsq_stamp_body
cpan_source	Class::Inspector	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Inspector.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Inspector.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Inspector.translated.nsq	817d3e7261305da5be9686d41f9fdd4444c59ad59777985f81679202688e05aa	captured_translated_to_nsq_stamp_body
cpan_source	Class::Load	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Load.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Load.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Load.translated.nsq	e6ea3a21d9e13b48a8d536f86a55c966796e0f56874389533983212b8b8831ee	captured_translated_to_nsq_stamp_body
cpan_source	Class::Load::XS	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/Class/Load/XS.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Load__XS.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Load__XS.translated.nsq	7fa4f378e12a7e9a982e7e1ceb8eacabedc84a22a1514d9850760db7724401b5	captured_translated_to_nsq_stamp_body
cpan_source	Class::Method::Modifiers	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Method/Modifiers.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Method__Modifiers.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Method__Modifiers.translated.nsq	0c3b67023935e934eb2ca67c6dfc96b2ab0a0398e355175a7f10d230f7085ddd	captured_translated_to_nsq_stamp_body
cpan_source	Class::Singleton	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Singleton.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Singleton.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Singleton.translated.nsq	d514041d501979c47d334ad1a6193dab990c5de135c098828b5375c12ec7bb38	captured_translated_to_nsq_stamp_body
cpan_source	Class::Tiny	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Class/Tiny.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__Tiny.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__Tiny.translated.nsq	4580b8b686543651d61cbaf7ac963d355c1470aefbec4b081da9447df53f542e	captured_translated_to_nsq_stamp_body
cpan_source	Class::XSAccessor	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/Class/XSAccessor.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Class__XSAccessor.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Class__XSAccessor.translated.nsq	463cf1f9ad2e206358a2174c9490a7b006070846077141fd9f6653df05dcbf7b	captured_translated_to_nsq_stamp_body
cpan_source	Clone	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/Clone.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Clone.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Clone.translated.nsq	1e60430ad787bfee8e346e0efc9f3de4555dc095ac5b844491ae57d36bca870b	captured_translated_to_nsq_stamp_body
cpan_source	Clone::Choose	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Clone/Choose.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Clone__Choose.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Clone__Choose.translated.nsq	9e7cea213edfb9b3875988284982e90c060db6b3ca33c7b9e17006553fd116bb	captured_translated_to_nsq_stamp_body
cpan_source	Clone::PP	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Clone/PP.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Clone__PP.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Clone__PP.translated.nsq	3cd8cc9c358c4cf6d5ccf82293d26c0984dbb55cb87875c11d773650880d780e	captured_translated_to_nsq_stamp_body
cpan_source	Clone::Util	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Clone/Util.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Clone__Util.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Clone__Util.translated.nsq	69f3f1a38153a96e5f66830ba4e1664bfaf9f7d4b11be3765b4e125693be6e58	captured_translated_to_nsq_stamp_body
cpan_source	Color::ANSI::Util	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Color/ANSI/Util.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Color__ANSI__Util.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Color__ANSI__Util.translated.nsq	30ae158b41a0531265fad0d65cfcfb46cbc04bf42043f7523bf40e579e9803b0	captured_translated_to_nsq_stamp_body
cpan_source	Color::RGB::Util	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Color/RGB/Util.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Color__RGB__Util.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Color__RGB__Util.translated.nsq	24a74c4a388fd7b9cb6de59fdb636f5b0fc7251cdcc219b3a71f185cedee460c	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Bash	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Bash.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Bash.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Bash.translated.nsq	6edfd0fcccd27f149b9d5d392cb07958c25d3c55e1b9da65b29b82a34a824ce2	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Common	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Common.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Common.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Common.translated.nsq	b6a8efad329f009cc2de0c936bf0b151e0e5c805a30dd089cb3e6f24c412262c	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Env	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Env.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Env.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Env.translated.nsq	bc015bc6da1407375ecd8274c090bbd215aaef4c8b00299091ac1adc1873ed40	captured_translated_to_nsq_stamp_body
cpan_source	Complete::File	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/File.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__File.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__File.translated.nsq	757d6be08e2faf8ca34d8e9725c84ca7ce9f432f5e72a3cbd9069b31753e2ade	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Fish	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Fish.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Fish.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Fish.translated.nsq	7d9581927c4d5ec4805279721dac3e1184fd0761ee53c1b92a22d9267a58811f	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Getopt::Long	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Getopt/Long.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Getopt__Long.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Getopt__Long.translated.nsq	c61444ba8ca3fbf8a0d64688e26355c7d85148343cfeba70a3ed6f25cbe406c4	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Module	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Module.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Module.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Module.translated.nsq	a24ca2f2c9810cc22d5440e299183b9df9925001a6e8c7b1e8852d64085ae630	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Path	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Path.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Path.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Path.translated.nsq	d9e9b1b2ae939cc2282744c1b78eef8251a768b4b0eb4548498498dc94ed7b24	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Sah	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Sah.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Sah.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Sah.translated.nsq	47e4406e5f4071f784aaab71d75766227f959478d85b38e98fd3f7a724fb9355	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Sequence	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Sequence.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Sequence.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Sequence.translated.nsq	472c1f7fecc1ddf6f36be8d190755754e6af0226a70c50eb8f0254d42c8c11ab	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Tcsh	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Tcsh.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Tcsh.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Tcsh.translated.nsq	f96efe9b5af5a27ec1e4b2fd4deea27e2e9dc47c35ef0fc5fa3087a3e536f11f	captured_translated_to_nsq_stamp_body
cpan_source	Complete::Util	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Complete/Util.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Complete__Util.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Complete__Util.translated.nsq	d5c6de56c705191632deeed35a3c1fa4eb055a194df18b74e70704fa5d0b586f	captured_translated_to_nsq_stamp_body
